Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
CUBI^F,"Customers Bancorp, Inc",26.41,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi^f
CUBS,"Customers Bancorp, Inc",25.83,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubs
CUTR,"Cutera, Inc.",40.25,$563.7M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cutr
CVBF,CVB Financial Corporation,23.88,$2.63B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvbf
CVV,CVD Equipment Corporation,11.42,$72.86M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cvv
CVI,CVR Energy Inc.,30.35,$2.64B,2007,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvi
UAN,"CVR Partners, LP",3.5,$396.49M,2011,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/uan
CVRR,"CVR Refining, LP",12.5,$1.85B,2013,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvrr
CVS,CVS Health Corporation,69.25,$70.4B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/cvs
CYAN,Cyanotech Corporation,4.8887,$27.79M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/cyan
CYBR,CyberArk Software Ltd.,44.61,$1.54B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cybr
CYBE,CyberOptics Corporation,14.3,$99.69M,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/cybe
CYCC,"Cyclacel Pharmaceuticals, Inc.",1.63,$18.58M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cycc
CYCCP,"Cyclacel Pharmaceuticals, Inc.",6.03,$2.02M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyccp
CBAY,CymaBay Therapeutics Inc.,8.58,$375.43M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbay
CTEK,"CynergisTek, Inc.",2.8135,$26.73M,2017,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ctek
CELP,"Cypress Energy Partners, L.P.",7.49,$89M,2014,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/celp
CY,Cypress Semiconductor Corporation,16.1,$5.37B,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy
CYRN,CYREN Ltd.,1.75,$68.57M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyrn
CONE,CyrusOne Inc,62.01,$5.66B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cone
CYS,"CYS Investments, Inc.",7.97,$1.24B,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cys
CYS^A,"CYS Investments, Inc.",25.04,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cys^a
CYS^B,"CYS Investments, Inc.",24.595,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cys^b
CYTK,"Cytokinetics, Incorporated",13.625,$731.21M,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cytk
CTMX,"CytomX Therapeutics, Inc.",20.24,$746.2M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctmx
CYTX,Cytori Therapeutics Inc,0.3999,$13.88M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytx
CYTXW,Cytori Therapeutics Inc,0.027,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytxw
CTSO,Cytosorbents Corporation,6.1,$171.62M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ctso
CYTR,CytRx Corporation,2.155,$9.93M,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cytr
DHI,"D.R. Horton, Inc.",44.32,$16.59B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/dhi
CB,D/B/A Chubb Limited New,148.27,$68.82B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cb
DJCO,Daily Journal Corp. (S.C.),241.1,$332.9M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/djco
DAKT,"Daktronics, Inc.",9.74,$431.36M,1994,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/dakt
DAN,Dana Incorporated,31.34,$4.54B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dan
DHR,Danaher Corporation,93.13,$64.78B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dhr
DAC,Danaos Corporation,1.5,$164.7M,2006,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dac
DQ,DAQO New Energy Corp.,39.78,$418.45M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/dq
DRI,"Darden Restaurants, Inc.",82.28,$10.18B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dri
DARE,"Dare Bioscience, Inc.",2.38,$14.39M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dare
DRIO,DarioHealth Corp.,1.6,$16.38M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/drio
DRIOW,DarioHealth Corp.,0.25,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/driow
DAR,Darling Ingredients Inc.,17.49,$2.88B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/dar
DZSI,"DASAN Zhone Solutions, Inc.",7.65,$125.35M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/dzsi
DSKE,"Daseke, Inc.",13.52,$600.18M,2015,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/dske
DSKEW,"Daseke, Inc.",1.7834,n/a,2015,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/dskew
DAIO,Data I/O Corporation,12.8866,$106.19M,1981,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/daio
DWCH,Datawatch Corporation,10.45,$127.48M,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dwch
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",46.54,$1.91B,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/play
DTEA,DAVIDsTEA Inc.,4.15,$119.59M,2015,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/dtea
DFNL,Davis Select Financial ETF,23.3099,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfnl
DUSA,Davis Select U.S. Equity ETF,22.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dusa
DWLD,Davis Select Worldwide ETF,25.3554,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwld
DVA,DaVita Inc.,59.91,$11.45B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dva
DWSN,Dawson Geophysical Company,5,$108.51M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dwsn
DXR,Daxor Corporation,4.19,$15.88M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxr
DBVT,DBV Technologies S.A.,23.22,$1.14B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dbvt
DCP,DCP Midstream LP,33.82,$4.85B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/dcp
DCT,DCT Industrial Trust Inc,59.21,$5.51B,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dct
DDR,DDR Corp.,7.92,$2.91B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ddr
DDR^A,DDR Corp.,25.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddr^a
DDR^J,DDR Corp.,25.269,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddr^j
DDR^K,DDR Corp.,25.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddr^k
DF,Dean Foods Company,9.31,$846.42M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/df
DCPH,"Deciphera Pharmaceuticals, Inc.",19.06,$608.49M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dcph
DECK,Deckers Outdoor Corporation,66.11,$2.12B,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/deck
DE,Deere & Company,135.03,$43.38B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/de
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",13.9,$294.95M,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dfrg
TACO,"Del Taco Restaurants, Inc.",12.65,$489.27M,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/taco
TACOW,"Del Taco Restaurants, Inc.",3.5,n/a,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/tacow
DEX,Delaware Enhanced Global Dividend,11.83,$187.4M,2007,n/a,n/a,http://www.nasdaq.com/symbol/dex
VCF,"Delaware Investments Colorado Municipal Income Fund, Inc",14.919,$72.16M,1993,Consumer Services,Miscellaneous,http://www.nasdaq.com/symbol/vcf
DDF,"Delaware Investments Dividend & Income Fund, Inc.",10.73,$82.49M,1993,n/a,n/a,http://www.nasdaq.com/symbol/ddf
VFL,Delaware Investments Florida Insured Municipal Income Fund,13.3043,$60.25M,1993,n/a,n/a,http://www.nasdaq.com/symbol/vfl
VMM,"Delaware Investments Minnesota Municipal Income Fund II, Inc.",13.82,$159M,1993,n/a,n/a,http://www.nasdaq.com/symbol/vmm
DKL,"Delek Logistics Partners, L.P.",30.65,$746.68M,2012,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/dkl
DK,"Delek US Holdings, Inc.",27.67,$2.25B,2017,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/dk
DVMT,Dell Technologies Inc.,80.87,$16.43B,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/dvmt
DMPI,"DelMar Pharmaceuticals, Inc.",0.8575,$18.48M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dmpi
DLPH,Delphi Automotive plc,96.89,$25.76B,2011,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dlph
DAL,"Delta Air Lines, Inc.",50.4,$35.93B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/dal
DLA,"Delta Apparel, Inc.",20.9,$156.51M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/dla
DELT,Delta Technology Holdings Limited,1.24,$11.93M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/delt
DELTW,Delta Technology Holdings Limited,0.02,n/a,2013,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/deltw
DEL,Deltic Timber Corporation,94.1,$1.15B,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/del
DLX,Deluxe Corporation,68.84,$3.31B,n/a,Consumer Durables,Publishing,http://www.nasdaq.com/symbol/dlx
DNR,Denbury Resources Inc.,1.32,$532.02M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dnr
DNN,Denison Mine Corp,0.41,$229.22M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/dnn
DENN,Denny&#39;s Corporation,12.84,$843.4M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/denn
XRAY,DENTSPLY SIRONA Inc.,64.8,$14.87B,1987,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xray
DEPO,"Depomed, Inc.",4.98,$313.69M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/depo
DERM,"Dermira, Inc.",29.19,$1.21B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/derm
DESP,"Despegar.com, Corp.",29.85,$2.01B,2017,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/desp
DEST,Destination Maternity Corporation,2.38,$33.23M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dest
DXLG,"Destination XL Group, Inc.",2.05,$99.74M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dxlg
DSWL,"Deswell Industries, Inc.",2.7,$42.89M,1995,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/dswl
DTRM,"Determine, Inc. ",2.13,$31.11M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dtrm
DKT,Deutsch Bk Contingent Cap Tr V,26.34,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dkt
DB,Deutsche Bank AG,16.82,$34.75B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/db
DTK,Deutsche Bank AG,26.02,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dtk
DXB,Deutsche Bank AG,25.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dxb
RNDM,Developed International Equity Select ETF,51.1492,$5.12M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rndm
DVN,Devon Energy Corporation,39.27,$20.62B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dvn
DXCM,"DexCom, Inc.",49.12,$4.25B,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxcm
DXTR,Dextera Surgical Inc.,0.1852,$8.93M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxtr
DGSE,"DGSE Companies, Inc.",0.9401,$25.31M,n/a,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/dgse
DHX,"DHI Group, Inc.",2.05,$103.34M,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/dhx
DHT,"DHT Holdings, Inc.",4.01,$570.81M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dht
DHXM,DHX Media Ltd.,3.15,$103.48M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dhxm
DEO,Diageo plc,135.81,$85B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/deo
DHIL,"Diamond Hill Investment Group, Inc.",211.91,$735.17M,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/dhil
DO,"Diamond Offshore Drilling, Inc.",16.43,$2.25B,1995,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/do
FANG,"Diamondback Energy, Inc.",111.12,$10.9B,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fang
DRH,Diamondrock Hospitality Company,10.95,$2.19B,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/drh
DCIX,Diana Containerships Inc.,11.2092,$183012.61,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dcix
DSX,Diana Shipping inc.,3.94,$418.16M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dsx
DSX^B,Diana Shipping inc.,24.18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dsx^b
DSXN,Diana Shipping inc.,25.05,n/a,2015,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dsxn
DRNA,"Dicerna Pharmaceuticals, Inc.",7.796,$162.5M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drna
DKS,Dick&#39;s Sporting Goods Inc,24.48,$2.68B,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dks
DBD,Diebold Nixdorf Incorporated,18.35,$1.39B,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/dbd
DFBG,Differential Brands Group Inc.,1.05,$13.98M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/dfbg
DFFN,Diffusion Pharmaceuticals Inc.,1.44,$20.77M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dffn
DGII,Digi International Inc.,9.85,$261.42M,1989,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/dgii
DMRC,Digimarc Corporation,36.65,$415.21M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dmrc
DRAD,Digirad Corporation,2.45,$48.95M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/drad
DGLY,"Digital Ally, Inc.",1.75,$12.15M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dgly
DPW,Digital Power Corporation,0.6085,$8.91M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dpw
DLR,"Digital Realty Trust, Inc.",119.06,$24.46B,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dlr
DLR^C,"Digital Realty Trust, Inc.",27.77,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^c
DLR^G,"Digital Realty Trust, Inc.",25.46,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^g
DLR^H,"Digital Realty Trust, Inc.",26.84,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^h
DLR^I,"Digital Realty Trust, Inc.",27.37,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^i
DLR^J,"Digital Realty Trust, Inc.",24.97,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^j
APPS,"Digital Turbine, Inc.",1.57,$104.58M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/apps
DDS,"Dillard&#39;s, Inc.",51.53,$1.5B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dds
DDT,"Dillard&#39;s, Inc.",25.6,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/ddt
DCOM,"Dime Community Bancshares, Inc.",20.75,$776.52M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/dcom
DMTX,"Dimension Therapeutics, Inc.",5.975,$150.62M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dmtx
DIN,"DineEquity, Inc",47.36,$852.42M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/din
DIOD,Diodes Incorporated,34.5,$1.69B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/diod
DPLO,"Diplomat Pharmacy, Inc.",20.84,$1.42B,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/dplo
DFS,Discover Financial Services,67.44,$24.68B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/dfs
DFS^B.CL,Discover Financial Services,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfs^b.cl
DISCA,"Discovery Communications, Inc.",16.51,$6.26B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disca
DISCB,"Discovery Communications, Inc.",23.55,$8.93B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/discb
DISCK,"Discovery Communications, Inc.",15.38,$5.83B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck
DISH,DISH Network Corporation,48.06,$22.4B,1995,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dish
DVCR,Diversicare Healthcare Services Inc.,10.81,$69.82M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dvcr
SAUC,"Diversified Restaurant Holdings, Inc.",1.5724,$41.94M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sauc
DNI,Dividend and Income Fund,13.12,$140.06M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dni
DLHC,DLH Holdings Corp.,6.32,$73.31M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/dlhc
BOOM,DMC Global Inc.,21,$310.16M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/boom
DNBF,DNB Financial Corp,33,$140.67M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dnbf
DSS,"Document Security Systems, Inc.",0.6576,$9.45M,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/dss
DLB,Dolby Laboratories,58.98,$6.02B,2005,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/dlb
DG,Dollar General Corporation,81.87,$22.37B,2009,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dg
DLTR,"Dollar Tree, Inc.",93.74,$22.2B,1995,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dltr
DM,"Dominion Energy Midstream Partners, LP",31.7,$3.15B,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/dm
D,"Dominion Energy, Inc.",80.67,$51.84B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/d
DCUD,"Dominion Energy, Inc.",51.87,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dcud
DRUA,"Dominion Energy, Inc.",25.38,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/drua
DPZ,Domino&#39;s Pizza Inc,177.94,$7.78B,2004,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/dpz
UFS,Domtar Corporation,47.21,$3.07B,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ufs
DCI,"Donaldson Company, Inc.",47.77,$6.21B,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/dci
DGICA,"Donegal Group, Inc.",17.28,$472.13M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgica
DGICB,"Donegal Group, Inc.",15.76,$430.6M,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgicb
DFIN,"Donnelley Financial Solutions, Inc.",19.39,$653.44M,2016,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/dfin
DMLP,"Dorchester Minerals, L.P.",14.8,$477.74M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dmlp
LPG,Dorian LPG Ltd.,7.84,$432.03M,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/lpg
DORM,"Dorman Products, Inc.",68.78,$2.34B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dorm
EAGL,Double Eagle Acquisition Corp.,10.05,$625.15M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eagl
EAGLU,Double Eagle Acquisition Corp.,12.2,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eaglu
EAGLW,Double Eagle Acquisition Corp.,0.77,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eaglw
DSL,DoubleLine Income Solutions Fund,20.81,$2.11B,2013,n/a,n/a,http://www.nasdaq.com/symbol/dsl
DBL,DoubleLine Opportunistic Credit Fund,22.96,$341.2M,2012,n/a,n/a,http://www.nasdaq.com/symbol/dbl
PLOW,"Douglas Dynamics, Inc.",42,$948.82M,2010,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/plow
DEI,"Douglas Emmett, Inc.",39.79,$6.48B,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dei
DOVA,"Dova Pharmaceuticals, Inc.",24.98,$640.8M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dova
DOV,Dover Corporation,95.92,$14.94B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dov
DDE,Dover Downs Gaming & Entertainment Inc,1.01,$33.48M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/dde
DVD,"Dover Motorsports, Inc.",2.1,$77.47M,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/dvd
